102415,1000,11,R,10.00,131239,11400003,L,10/19/15,,,,,,,,,,,,,
102415,1000,11,R,10.00,131239,11400003,L,10/20/15,,,,,,,,,,,,,
102415,1000,11,R,10.00,131239,11400003,L,10/21/15,,,,,,,,,,,,,
102415,1000,11,R,10,131239,11400003,L,10/22/15,,,,,,,,,,,,,
102415,1000,11,O,8,131239,11400003,L,10/23/15,,,,,,,,,,,,,
102415,1000,11,O,0,131239,11400003,L,10/22/15,,,,,,,,,,,,,
102415,1002,11,R,10.00,151190,11400003,L,10/19/15,,,,,,,,,,,,,
102415,1002,11,R,10.00,151190,11400003,L,10/20/15,,,,,,,,,,,,,
102415,1002,11,R,10,151190,11400003,L,10/21/15,,,,,,,,,,,,,
102415,1002,11,R,10,151190,11400003,L,10/22/15,,,,,,,,,,,,,
102415,1002,11,O,7.5,151190,11400003,L,10/23/15,,,,,,,,,,,,,
102415,1002,11,O,8,151190,11400003,L,10/24/15,,,,,,,,,,,,,
102415,1002,11,15,,151190,11401000,L,10/19/15,,,,,,,,,,,,,62.00
102415,1002,11,15,,151190,11401000,L,10/20/15,,,,,,,,,,,,,62.00
102415,1002,11,15,,151190,11401000,L,10/21/15,,,,,,,,,,,,,62.00
102415,1002,11,O,0.5,151190,11400003,L,10/21/15,,,,,,,,,,,,,
102415,1002,11,15,,151190,11401000,L,10/22/15,,,,,,,,,,,,,62.00
102415,1002,11,O,0.5,151190,11400003,L,10/22/15,,,,,,,,,,,,,
102415,1002,11,15,,151190,11401000,L,10/23/15,,,,,,,,,,,,,62.00
102415,1008,11,R,8.00,141195,11400001,L,10/19/15,,,,,,,,,,,,,
102415,1008,11,R,8.00,141195,11400001,L,10/20/15,,,,,,,,,,,,,
102415,1008,11,R,8.00,141195,11400001,L,10/21/15,,,,,,,,,,,,,
102415,1008,11,R,8.00,141195,11400001,L,10/22/15,,,,,,,,,,,,,
102415,1008,11,R,8.00,141195,11400001,L,10/23/15,,,,,,,,,,,,,
102415,1009,13,R,8.00,133495,13400003,L,10/19/15,,,,,,,,,,,,,
102415,1009,13,R,8.50,133495,13400003,L,10/20/15,,,,,,,,,,,,,
102415,1009,13,R,10.00,133495,13400003,L,10/21/15,,,,,,,,,,,,,
102415,1009,13,R,9.50,133495,13400003,L,10/22/15,,,,,,,,,,,,,
102415,1009,13,R,4,153462,13400003,L,10/23/15,,,,,,,,,,,,,
102415,1009,13,O,4,153462,13400003,L,10/23/15,,,,,,,,,,,,,
