RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR55,,,,2,2,,13,134130,163101,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,DT17,,,,25,25,,13,134130,153461,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WH1,,,,2,2,,13,134130,153461,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR21,,,,2,2,,13,134130,153461,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,DB1,,,,4,4,,13,134130,153461,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR55,,,,2,2,,13,134130,153461,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,O34B,,,,2,2,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,O33,,,,2,2,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS36C,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS24,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS14D,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS222,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS221,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS14A,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WS14B,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T54A,,,,3,3,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,ST12,,,,2,2,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,H44,,,,3,3,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,H10C,,,,31,31,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,DT44,,,,3,3,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,O111A,,,,6,6,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T66,,,,3,3,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T1,,,,3,3,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,M12C,,,,12,12,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,M26,,,,12,12,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,DT51,,,,250,250,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR19,,,,4,4,,13,134130,133495,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,M12C,,,,24,24,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,OM9,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,O111A,,,,6,6,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR21,,,,2,2,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,BLC11,,,,21,21,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR19,,,,2,2,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T66,,,,2,2,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T96,,,,2,2,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T54A,,,,2,2,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,SS18F,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,SS18G,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T10A,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,BS1,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR41,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR54,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,T28D,,,,60,60,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,WR55,,,,2,2,,13,134130,153148,13413001,O,,
RUS,013016,,,,,S,,01/29/16,01/29/16,,,M50,,,,3,3,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/28/16,01/28/16,,,H4C,,,,2,2,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/28/16,01/28/16,,,H4D,,,,3,3,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/28/16,01/28/16,,,B11,,,,8,8,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/28/16,01/28/16,,,H16,,,,10,10,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/28/16,01/28/16,,,CF21,,,,2,2,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/28/16,01/28/16,,,SS13,,,,12,12,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,H4,,,,4,4,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WR19,,,,20,20,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS2,,,,1,1,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O9B,,,,10,10,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,H21,,,,40,40,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,BM11A,,,,24,24,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,T1,,,,3,3,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,T66,,,,6,6,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O31,,,,1,1,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,S4,,,,25,25,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O14,,,,12,12,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS13,,,,12,12,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS14,,,,12,12,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12C,,,,36,36,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M26,,,,36,36,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M1G,,,,12,12,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M1O,,,,12,12,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O111A,,,,6,6,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O30,,,,3,3,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M11A,,,,3,3,,13,134130,153188,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WS5,,,,10,10,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WS3,,,,11,11,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS15,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS15,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS4,,,,4,4,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS18GR,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WH3,,,,2,2,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WR21,,,,2,2,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WR52,,,,2,2,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,BM11A,,,,3,3,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M7X,,,,25,25,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS40C,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS40,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,T28D,,,,45,45,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS18F,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS18G,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS37A,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12L,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12S,,,,1,1,,13,134130,163109,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M-106-8,,,,1,1,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,T10B,,,,1,1,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,S4,,,,25,25,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,CF20A,,,,5,5,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O20,,,,3,3,,13,134130,153625,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12C,,,,24,24,,13,134130,153625,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,O34B,,,,2,2,,13,134130,153625,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M26,,,,12,12,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,T66,,,,2,2,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,DT51,,,,100,100,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,DT56,,,,300,300,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS32,,,,1,1,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS31,,,,1,1,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS273X,,,,3,3,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS272X,,,,4,4,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,S4,,,,25,25,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,DT51,,,,225,225,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS31,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,H22A,,,,50,50,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,H44,,,,4,4,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,H19C,,,,5,5,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12M,,,,1,1,,13,134130,163101,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M-103-5,,,,1,1,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,H4C,,,,1,1,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS13,,,,12,12,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12L,,,,5,5,,13,134130,153335,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS37A,,,,1,1,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,M12XL,,,,1,1,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS99,,,,2,2,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS14,,,,1,1,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS13,,,,1,1,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS9F,,,,1,1,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS18GR,,,,1,1,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS37A,,,,1,1,,13,134130,133496,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,WS12,,,,1,1,,13,134130,133496,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS13,,,,1,1,,13,134130,133496,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS14,,,,1,1,,13,134130,133496,13413001,O,,
RUS,013016,,,,,S,,01/27/16,01/27/16,,,SS18GR,,,,1,1,,13,134130,133496,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,M12XL,,,,1,1,,13,134130,153652,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,M26,,,,12,12,,13,134130,153652,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,H4,,,,2,2,,13,134130,133495,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS24,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS14D,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS14B,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS14A,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS36B,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,M8,,,,2,2,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,TB25D,,,,2,2,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WR446,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WR448,,,,1,1,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,SS33,,,,5,5,,11,114130,151269,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS19B,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WS19,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,M11A,,,,1,1,,11,114130,151167,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,M12C,,,,12,12,,11,114130,151167,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,BM11A,,,,2,2,,11,114130,151167,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,B10,,,,3,3,,11,114130,151167,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,B13,,,,12,12,,11,114130,151167,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,M12F,,,,12,12,,11,114130,131239,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,CS11,,,,2,2,,11,114130,131239,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,B11,,,,24,24,,11,114130,131239,11413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,SS4,,,,4,4,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,SS15,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,DT51,,,,225,225,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WR21A,,,,2,2,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,SS30,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,S4,,,,50,50,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/26/16,01/26/16,,,WR19A,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS99,,,,2,2,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS18GR,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS37A,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS9F,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,M26,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,M29,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,M12C,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS13,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS14,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS2,,,,1,1,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,T10A,,,,1,1,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS18D,,,,1,1,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,T28D,,,,70,70,,13,134130,153654,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,CF21,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,CF20B,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,NT2,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS14,,,,12,12,,13,134130,153184,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,T54A,,,,2,2,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,T10E,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS27XL,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,H4,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,S4,,,,25,25,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS2,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,DB1,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,H42,,,,3,3,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,T10A,,,,1,1,,13,134130,163126,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,SS18GR,,,,1,1,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,T66,,,,2,2,,13,134130,163101,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,M26,,,,12,12,,13,134130,153624,13413001,O,,
RUS,013016,,,,,S,,01/25/16,01/25/16,,,M12C,,,,12,12,,13,134130,153624,13413001,O,,
