120515,1000,11,R,10.00,131239,11400003,L,11/30/15,,,,,,,,,,,,,
120515,1000,11,R,3.00,151213,11400003,L,12/01/15,,,,,,,,,,,,,
120515,1000,11,R,10,151213,11400003,L,12/02/15,,,,,,,,,,,,,
120515,1000,11,R,10.00,151213,11400003,L,12/03/15,,,,,,,,,,,,,
120515,1000,11,R,7,151213,11400003,L,12/04/15,,,,,,,,,,,,,
120515,1000,11,O,8,151213,11400003,L,12/05/15,,,,,,,,,,,,,
120515,1000,11,15,,151213,11401000,L,12/01/15,,,,,,,,,,,,,62.00
120515,1000,11,15,,151213,11401000,L,12/02/15,,,,,,,,,,,,,62.00
120515,1000,11,O,0.5,151213,11400003,L,12/02/15,,,,,,,,,,,,,
120515,1000,11,15,,151213,11401000,L,12/03/15,,,,,,,,,,,,,62.00
120515,1000,11,15,,151213,11401000,L,12/04/15,,,,,,,,,,,,,62.00
120515,1000,11,O,1.5,151213,11400003,L,12/04/15,,,,,,,,,,,,,
120515,1002,11,R,5.00,151190,11400003,L,11/30/15,,,,,,,,,,,,,
120515,1002,11,R,8.00,151190,11400003,L,12/01/15,,,,,,,,,,,,,
120515,1002,11,R,10.00,151190,11400003,L,12/02/15,,,,,,,,,,,,,
120515,1002,11,R,10.00,151190,11400003,L,12/03/15,,,,,,,,,,,,,
120515,1002,11,R,7,151190,11400003,L,12/04/15,,,,,,,,,,,,,
120515,1002,11,O,8,151190,11400003,L,12/05/15,,,,,,,,,,,,,
120515,1002,11,15,,151190,11401000,L,11/30/15,,,,,,,,,,,,,62.00
120515,1002,11,15,,151190,11401000,L,12/01/15,,,,,,,,,,,,,62.00
120515,1002,11,15,,151190,11401000,L,12/02/15,,,,,,,,,,,,,62.00
120515,1002,11,15,,151190,11401000,L,12/03/15,,,,,,,,,,,,,62.00
120515,1002,11,15,,151190,11401000,L,12/04/15,,,,,,,,,,,,,62.00
120515,1002,11,O,2,151190,11400003,L,12/04/15,,,,,,,,,,,,,
120515,1008,11,R,8.00,151213,11400001,L,11/30/15,,,,,,,,,,,,,
120515,1008,11,R,8.00,151213,11400001,L,12/01/15,,,,,,,,,,,,,
120515,1008,11,R,8.00,151213,11400001,L,12/02/15,,,,,,,,,,,,,
120515,1008,11,R,8.00,151213,11400001,L,12/03/15,,,,,,,,,,,,,
120515,1008,11,R,8.00,151213,11400001,L,12/04/15,,,,,,,,,,,,,
120515,1009,13,R,10.00,153148,13400003,L,11/30/15,,,,,,,,,,,,,
120515,1009,13,R,7.50,153148,13400003,L,12/01/15,,,,,,,,,,,,,
120515,1009,13,R,9.50,153148,13400003,L,12/02/15,,,,,,,,,,,,,
120515,1009,13,R,6.00,133495,13400003,L,12/03/15,,,,,,,,,,,,,
120515,1009,13,R,4.00,153148,13400003,L,12/03/15,,,,,,,,,,,,,
120515,1009,13,R,3,153148,13400003,L,12/04/15,,,,,,,,,,,,,
120515,1009,13,O,5,153148,13400003,L,12/04/15,,,,,,,,,,,,,
120515,1012,13,R,8.00,153132,13400001,L,11/29/15,,,,,,,,,,,,,
120515,1012,13,R,8.00,153132,13400001,L,11/30/15,,,,,,,,,,,,,
120515,1012,13,R,8.00,153132,13400001,L,12/01/15,,,,,,,,,,,,,
120515,1012,13,R,8.00,153132,13400001,L,12/02/15,,,,,,,,,,,,,
120515,1012,13,R,8.00,153132,13400001,L,12/03/15,,,,,,,,,,,,,
120515,1012,13,R,8.00,153132,13400001,L,12/04/15,,,,,,,,,,,,,
120515,1012,13,15,,153132,13401000,L,11/30/15,,,,,,,,,,,,,72.00
120515,1012,13,15,,153132,13401000,L,12/01/15,,,,,,,,,,,,,72.00
120515,1019,11,R,10.00,151190,11400003,L,11/30/15,,,,,,,,,,,,,
120515,1019,11,R,8.00,151190,11400003,L,12/01/15,,,,,,,,,,,,,
120515,1019,11,R,10.00,151190,11400003,L,12/02/15,,,,,,,,,,,,,
120515,1019,11,R,10.00,151190,11400003,L,12/03/15,,,,,,,,,,,,,
120515,1019,11,R,2,151190,11400003,L,12/04/15,,,,,,,,,,,,,
120515,1019,11,O,8,151190,11400003,L,12/05/15,,,,,,,,,,,,,
120515,1019,11,15,,151190,11401000,L,11/30/15,,,,,,,,,,,,,62.00
120515,1019,11,15,,151190,11401000,L,12/01/15,,,,,,,,,,,,,62.00
120515,1019,11,15,,151190,11401000,L,12/02/15,,,,,,,,,,,,,62.00
120515,1019,11,15,,151190,11401000,L,12/03/15,,,,,,,,,,,,,62.00
120515,1019,11,15,,151190,11401000,L,12/04/15,,,,,,,,,,,,,62.00
120515,1019,11,O,7,151190,11400003,L,12/04/15,,,,,,,,,,,,,
120515,1021,13,R,8.00,153233,13400003,L,11/30/15,,,,,,,,,,,,,
120515,1021,13,R,8.00,153579,13400003,L,12/03/15,,,,,,,,,,,,,
120515,1021,13,R,8.00,153579,13400003,L,12/04/15,,,,,,,,,,,,,
120515,1022,13,R,10.00,153388,13400003,L,11/30/15,,,,,,,,,,,,,
120515,1022,13,R,4.00,153388,13400003,L,12/01/15,,,,,,,,,,,,,
120515,1022,13,R,10,153388,13400003,L,12/02/15,,,,,,,,,,,,,
120515,1022,13,R,10.00,153388,13400003,L,12/03/15,,,,,,,,,,,,,
120515,1022,13,R,6,153388,13400003,L,12/04/15,,,,,,,,,,,,,
120515,1022,13,15,,153388,13401000,L,11/30/15,,,,,,,,,,,,,62.00
120515,1022,13,15,,153388,13401000,L,12/01/15,,,,,,,,,,,,,62.00
120515,1022,13,15,,153388,13401000,L,12/02/15,,,,,,,,,,,,,62.00
120515,1022,13,O,0.5,153388,13400003,L,12/02/15,,,,,,,,,,,,,
120515,1022,13,15,,153388,13401000,L,12/03/15,,,,,,,,,,,,,62.00
